Region,X coordinate,Y coordinate,Radius
Ma'tan al-Sarra_Red Sea,33.6683382,21.8251411,1
Ma'tan al-Sarra_Red Sea,33.6877474,21.8251411,1
Ma'tan al-Sarra_Red Sea,33.7071566,21.8251411,1
Ma'tan al-Sarra_Red Sea,33.7265658,21.8251411,1
Ma'tan al-Sarra_Red Sea,33.745975,21.8251411,1
Ma'tan al-Sarra_Red Sea,33.7653842,21.8251411,1
Ma'tan al-Sarra_Red Sea,33.7847935,21.8251411,1
Ma'tan al-Sarra_Red Sea,33.8042027,21.8251411,1
Ma'tan al-Sarra_Red Sea,33.8236119,21.8251411,1
Ma'tan al-Sarra_Red Sea,33.8430211,21.8251411,1
Ma'tan al-Sarra_Red Sea,33.8624303,21.8251411,1
Ma'tan al-Sarra_Red Sea,33.8818395,21.8251411,1
Ma'tan al-Sarra_Red Sea,33.9012488,21.8251411,1
Ma'tan al-Sarra_Red Sea,33.920658,21.8251411,1
Ma'tan al-Sarra_Red Sea,33.9400672,21.8251411,1
Ma'tan al-Sarra_Red Sea,33.9594764,21.8251411,1
Ma'tan al-Sarra_Red Sea,33.9788856,21.8251411,1
Ma'tan al-Sarra_Red Sea,33.9982948,21.8251411,1
Ma'tan al-Sarra_Red Sea,34.0177041,21.8251411,1
Ma'tan al-Sarra_Red Sea,34.0371133,21.8251411,1
Ma'tan al-Sarra_Red Sea,34.0565225,21.8251411,1
Ma'tan al-Sarra_Red Sea,33.4936858,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.5130974,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.5325091,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.5519208,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.5713324,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.5907441,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.6101558,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.6295674,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.6489791,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.6683907,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.6878024,21.8431591,1
